seq,name/first,name/last,age,street,city,state,zip,dollar,pick,date
15782,Helena,Hansen,52,Secom Boulevard,Motoped,CA,69323,$3444.48,YELLOW,03/25/1937
15783,Hettie,Christensen,49,Tazwu Path,Ebahamun,WA,82221,$2924.58,GREEN,09/23/1921
15784,Edna,Roberson,46,Zawtor Place,Vuwohsi,OK,79694,$2172.22,YELLOW,07/20/2070
15785,Frederick,Simmons,20,Kijwiw Turnpike,Pekanmam,CT,65916,$545.09,YELLOW,08/03/1923
15786,Mathilda,Mendoza,24,Jihpi Loop,Cehokid,DE,05277,$8797.01,BLUE,07/13/1946
15787,Mamie,Jefferson,43,Hufu Lane,Ucrofsi,NH,08843,$450.32,GREEN,01/05/1973
15788,Tillie,Johnston,45,Fagip Avenue,Bunilhoc,WV,03631,$5504.11,YELLOW,11/16/1913
15789,Lula,Walsh,24,Tolbo Pass,Kolinucur,NJ,45036,$8242.65,WHITE,10/31/1999
15790,Ida,Craig,35,Uwfu River,Afokmej,OR,29350,$5079.95,WHITE,03/09/2007
15791,Oscar,Burton,56,Upota Lane,Muahajo,MT,74711,$647.22,BLUE,10/25/2015
15792,Philip,Sharp,56,Reug Highway,Esmiwi,SD,62561,$2684.91,RED,10/06/2013
15793,Logan,Hayes,45,Cafwog Glen,Wosnogfu,WI,48546,$7540.15,GREEN,10/12/1943
15794,Frederick,French,33,Wuvma Street,Tulunad,MD,03645,$8755.15,YELLOW,11/27/1907
15795,Edward,Perez,61,Kivaw Drive,Zouzhe,NM,34803,$8202.90,WHITE,01/01/1959
15796,Marcus,Floyd,19,Cehdu Highway,Bajege,CT,02214,$1699.46,RED,09/22/1923
15797,Bernard,Brady,65,Cazemu Loop,Dolepedo,NY,15380,$2894.23,RED,03/16/1933
15798,Dollie,Tucker,25,Loba Turnpike,Otgance,ID,08557,$7794.41,GREEN,12/07/1906
15799,Stella,Carson,49,Zale Boulevard,Kukwupe,VT,39511,$6580.20,GREEN,06/07/1929
15800,Lewis,Alvarez,19,Rudig Pass,Kujsulak,IN,72071,$4738.48,WHITE,01/03/1933
15801,Bessie,Nichols,22,Acazah Point,Nefajfil,WI,85317,$1009.19,BLUE,08/04/1912
15802,Jeremy,Fields,40,Orliz Way,Heamzo,NJ,78701,$3259.95,WHITE,07/31/1904
15803,Eunice,Lynch,65,Zuheg Mill,Gudrudug,IA,43126,$2064.32,GREEN,03/22/2053
15804,Myrtie,Lambert,46,Uzabim Lane,Ralcohu,KY,52614,$2801.94,BLUE,10/11/1999
15805,Jonathan,Wheeler,63,Lamo Mill,Isiugeno,LA,16914,$7204.04,WHITE,04/06/1971
15806,Kyle,McBride,29,Vuzuh Drive,Burcoti,IN,55531,$9140.42,GREEN,08/25/1993
15807,Jeff,Goodwin,20,Wibe Terrace,Gaviul,PA,82218,$1102.08,BLUE,06/14/1970
15808,Vincent,Maxwell,45,Bumecu Drive,Otifisvaj,ND,55184,$7517.03,YELLOW,01/03/1935
15809,Ronnie,Price,26,Nifuk Key,Atlaliz,MN,37721,$9215.65,YELLOW,02/02/2000
15810,Gussie,Fowler,27,Vekad Trail,Kavono,KS,72971,$5169.23,GREEN,05/24/2000
15811,Leona,Jensen,39,Catban Junction,Lopgerte,DC,68626,$1974.80,RED,01/02/2014
15812,Alma,Shaw,28,Vogo Avenue,Jekicup,AZ,55355,$6940.38,YELLOW,04/28/2002
15813,Marguerite,Castro,27,Ketad River,Didivke,DE,76389,$8816.05,RED,01/09/1979
15814,Myrtle,Logan,57,Tuoge View,Guicovu,NH,92846,$2318.17,YELLOW,05/27/1958
15815,Raymond,Cross,20,Bumbo Circle,Kefertes,MA,68993,$337.19,RED,12/14/2032
15816,Shane,Blake,65,Calzi Square,Kurrehbak,DC,96784,$9588.85,GREEN,11/21/2051
15817,Frank,Montgomery,51,Pavdow Pass,Gebwedeh,OH,27741,$4810.18,GREEN,02/15/2004
15818,Shane,Roy,57,Gezuf Parkway,Finanuc,ID,12814,$7737.53,RED,06/08/2029
15819,Paul,Mann,30,Ibfit Pass,Botvabug,IA,94410,$2899.32,RED,09/28/2020
15820,Gary,McBride,59,Uhumop Terrace,Wihguro,OR,89615,$6383.93,RED,09/20/2068
15821,Abbie,Tate,64,Izeifu Circle,Huaroke,AR,31581,$8353.55,WHITE,04/20/2059
15822,Katharine,Bowers,54,Icwe Center,Ebocergo,IL,42282,$1255.89,RED,08/07/1935
15823,Gertrude,Ellis,58,Puvom Grove,Iwkuko,NM,86263,$6145.96,GREEN,03/09/1985
15824,Herbert,Salazar,60,Holus Grove,Demdacno,LA,03772,$4627.85,WHITE,08/20/2005
15825,Carolyn,Peterson,39,Zujkav Ridge,Opupak,IA,19503,$8615.63,YELLOW,02/04/2054
15826,Luke,Erickson,53,Tueme Path,Notlama,LA,98953,$1496.98,BLUE,07/08/1979
15827,Tommy,Paul,21,Durid Mill,Zurukoc,OR,22381,$2729.01,RED,04/05/2043
15828,Mitchell,McLaughlin,21,Puim Avenue,Rubwekni,OR,30688,$6585.72,YELLOW,08/12/2063
15829,Bruce,Bowman,44,Ceer Court,Avkihok,NC,41252,$8837.12,WHITE,12/14/1944
15830,Calvin,Vega,34,Alojor Pass,Miwugov,WI,39798,$6733.96,BLUE,03/11/1943
15831,Beatrice,Casey,46,Viru Place,Efoteum,KS,20215,$9984.77,GREEN,11/21/2004
15832,Adeline,Washington,47,Ihupi View,Nofrovtup,KS,64871,$127.05,WHITE,12/27/1967
15833,Alta,Haynes,32,Lewepo Center,Javmawit,SD,91637,$4381.29,YELLOW,05/28/1957
15834,Mario,Logan,22,Asofo Park,Wajsekvup,WV,58515,$7790.38,GREEN,05/18/2046
15835,Mitchell,Stanley,37,Mamda Trail,Pemdahvok,FL,53598,$3936.75,BLUE,10/22/2032
15836,Mike,Sanders,19,Erumo Trail,Hizonuj,CA,43676,$6675.77,RED,06/10/1998
15837,Charles,Bridges,65,Mekse Avenue,Urrame,MS,25633,$4096.69,YELLOW,12/05/2013
15838,Jane,Park,26,Vugud Pass,Vacevca,NY,93809,$3129.03,RED,07/31/2026
15839,Eunice,Mullins,64,Lirbon Way,Abgohweb,KY,82669,$588.47,WHITE,12/26/2063
15840,Erik,Ballard,26,Gelkuv Glen,Afihizdes,OH,78960,$6341.60,BLUE,01/09/1933
15841,Leila,Castro,33,Ufop Road,Nocepov,WI,61791,$1113.24,GREEN,06/06/2010
15842,Joe,Hawkins,22,Iceza Terrace,Rojebbic,NH,53199,$1373.91,RED,06/12/2067
15843,Michael,McGuire,38,Itinu Place,Naccihuf,MI,28740,$361.13,GREEN,01/26/2031
15844,Gertrude,Keller,31,Rakvak Manor,Ulmeras,MD,66718,$3078.77,YELLOW,11/09/2006
15845,Leah,Bradley,37,Pabza Parkway,Kagefotuc,KS,13956,$6814.01,YELLOW,01/13/1940
15846,Olga,Nichols,30,Wepol Heights,Jiwwiide,GA,91271,$4060.43,RED,08/27/2052
15847,Gerald,McLaughlin,65,Fowpo Drive,Iroofime,MT,42675,$6051.03,RED,03/01/2012
15848,Rosetta,Barnes,42,Lefve Glen,Mimduok,NM,61235,$9760.23,BLUE,02/22/2023
15849,Calvin,Scott,45,Bilah Circle,Lukaet,TN,79865,$8951.83,RED,01/07/1975
15850,Janie,Daniel,18,Winmu Road,Wehipud,HI,66773,$1073.05,YELLOW,12/20/2059
15851,Hunter,Flowers,40,Odba View,Hecebdo,OR,69203,$4947.88,RED,06/22/2007
15852,Amelia,Wells,49,Fiwwor Junction,Kehpafnif,VT,06536,$4887.25,WHITE,04/26/1939
15853,Theodore,Roy,54,Reit Street,Adecetmi,MD,58742,$1525.27,GREEN,03/07/1994
15854,Gene,McCoy,54,Pagje Highway,Inegegvu,VT,28283,$6878.89,RED,02/28/1909
15855,Carl,Nelson,34,Wagu Mill,Apagipe,TN,85508,$9382.15,WHITE,02/01/2007
15856,Dylan,Gomez,21,Uzwow Ridge,Wegajuz,OH,12109,$7668.52,GREEN,08/11/2044
15857,Troy,Potter,64,Vaav Heights,Jimosci,AR,60419,$1381.90,RED,06/30/1978
15858,Bill,Paul,43,Lade Heights,Rojefaod,CT,58970,$6336.06,GREEN,11/30/1929
15859,Jerome,Williamson,36,Uwanid Terrace,Ramahas,VT,32383,$4499.71,WHITE,07/10/2041
15860,Rachel,Mason,57,Ijfe Drive,Horieku,CT,59427,$628.15,YELLOW,06/02/2001
15861,Lola,Matthews,57,Sede River,Vutobso,DE,50194,$1291.59,BLUE,02/09/1961
15862,Keith,Drake,62,Zonoj Court,Oberogap,HI,90880,$1380.78,WHITE,11/09/1911
15863,Ethan,Nguyen,36,Idesuj Pike,Tutepatiz,OH,26621,$3598.05,RED,03/05/2030
15864,Mark,Summers,42,Mure Drive,Locopme,MS,30544,$4582.26,GREEN,12/19/1966
15865,Janie,Craig,61,Henju Pass,Fuderzuk,MA,51810,$7154.67,BLUE,08/09/1947
15866,Sean,Steele,62,Oczi Square,Jukool,RI,74756,$3394.39,BLUE,10/10/2046
15867,Todd,Robertson,37,Pita Center,Sazambi,TN,58919,$8534.74,RED,12/13/1989
15868,Bertha,Leonard,65,Revoj Way,Tokifejo,IL,96867,$860.48,GREEN,06/22/2008
15869,Travis,Henry,51,Wulgo Junction,Amwakde,AR,54287,$822.07,RED,12/13/1991
15870,Sophie,Greer,47,Izewu Loop,Dakilid,NJ,09537,$5099.89,WHITE,08/23/2049
15871,Herman,Armstrong,41,Ezelek Manor,Lorauni,OK,84315,$2723.89,BLUE,10/04/2059
15872,Viola,Barnes,53,Vobak Avenue,Lilwepme,ND,97094,$5243.61,RED,05/31/2040
15873,Juan,Turner,64,Morah Drive,Igjuleh,MI,03392,$7450.29,GREEN,07/28/1903
15874,Myrtie,Barker,63,Sokec Ridge,Ujcodlu,OK,82955,$8628.93,RED,07/19/1968
15875,Edith,Tucker,23,Garac Avenue,Tuvladfi,TX,86741,$7763.98,RED,11/13/1992
15876,Stanley,Cummings,45,Ehgid Key,Ronvoufo,SC,24369,$4964.35,WHITE,09/22/2069
15877,Mary,Patrick,31,Sepir Circle,Ricirpa,GA,32631,$2525.37,BLUE,03/23/2032
15878,Alta,Barker,49,Havpu Center,Gistizgob,DE,68900,$2352.24,WHITE,06/15/2010
15879,Lina,Murphy,33,Fices Parkway,Gonecku,KY,93381,$4965.16,GREEN,01/17/1954
15880,Kathryn,Henry,59,Rowron Ridge,Kimiloz,CA,47945,$2832.19,BLUE,04/21/1938
15881,Leon,Yates,33,Ibri Boulevard,Belpovvi,OR,58738,$3853.33,YELLOW,04/26/1925
15882,Troy,Holmes,34,Jemjis Highway,Podleis,UT,55700,$2108.91,WHITE,10/09/2000
15883,Delia,Howell,40,Ushit Boulevard,Caajnin,MT,18267,$6970.47,GREEN,12/10/2000
15884,Bernice,Weaver,53,Resopo Manor,Sizaha,SC,91942,$2073.81,WHITE,12/16/1916
15885,Landon,Lloyd,35,Napej Center,Anajini,AZ,38245,$2704.40,RED,02/21/2047
15886,Ola,Romero,55,Uroza Place,Kijihi,TX,55618,$6751.17,RED,08/06/2048
15887,Kyle,Waters,61,Emnu Extension,Sarvefbu,MS,96330,$6618.06,GREEN,07/16/1936
15888,Charlotte,Saunders,53,Abahuk Ridge,Vahhuffa,CO,47250,$5659.33,BLUE,03/20/1976
15889,Tommy,Hill,29,Tarnos Road,Ovjoti,ND,31839,$452.80,YELLOW,12/24/2032
15890,Dylan,Sims,48,Bafos Parkway,Ezhaco,WV,01994,$829.47,YELLOW,02/18/2048
15891,Richard,Vega,50,Bave Mill,Hussaep,MA,36610,$5272.33,WHITE,01/05/2067
15892,Jesse,Powers,19,Bagfov Center,Vatozdo,NM,97770,$7465.46,GREEN,07/12/1951
15893,Olga,Ruiz,54,Efehu Plaza,Hawelise,NV,85361,$7830.90,BLUE,08/09/1992
15894,Nina,Baker,45,Hola Grove,Cotjospo,DC,20577,$5049.14,YELLOW,03/10/1933
15895,Rachel,Little,45,Koam Ridge,Hucgouk,PA,34704,$6732.54,YELLOW,04/11/2043
15896,Bill,Watkins,20,Nafuf Grove,Kiisfuk,ID,99685,$4800.37,YELLOW,12/26/2000
15897,Theresa,Davidson,56,Zisot View,Fiholrep,DC,56698,$3188.15,BLUE,09/23/1971
15898,Mabelle,Thornton,30,Zaazi Drive,Gesurika,AK,12827,$7904.09,YELLOW,06/12/2047
15899,Daniel,Sherman,27,Dibak Circle,Bomugusu,ME,74879,$1611.84,GREEN,10/28/1960
15900,Joshua,Hunt,52,Tircan Pike,Davutke,KY,75555,$648.23,RED,01/12/1936
15901,Ruth,Clark,46,Wemu Point,Boawahim,OR,50290,$2088.30,RED,10/20/2011
15902,Nora,Rios,21,Meate Junction,Sircisup,MS,93937,$6641.25,WHITE,08/08/1948
15903,Alexander,Bates,23,Wujjo Point,Pufawezu,WA,00855,$520.60,BLUE,10/02/1906
15904,Louisa,Marsh,49,Sogu Extension,Gegapic,RI,41019,$7927.27,GREEN,05/15/1955
15905,Katie,Evans,21,Kawsi Mill,Ikgocfuc,FL,22625,$3566.54,BLUE,08/30/1927
15906,Sarah,Washington,57,Ramgi Heights,Douzlow,MD,50817,$8227.81,RED,01/11/1996
15907,Viola,Beck,47,Zedja Highway,Mucwodwo,KS,58463,$7921.54,RED,07/21/1939
15908,Elijah,Santiago,23,Gervof Key,Honiwuwa,ME,01643,$1498.81,RED,03/14/1993
15909,Devin,Ryan,40,Segsi Junction,Vudocig,NJ,69585,$5227.84,GREEN,05/28/1981
15910,Eugene,Norman,58,Juja Mill,Ligimref,AL,28312,$1023.03,BLUE,08/30/2053
15911,Peter,Copeland,46,Emtuw Pass,Obiziwe,IL,67976,$4891.20,YELLOW,05/27/2040
15912,Katharine,Wade,24,Hejni Court,Ajedeiha,NE,88113,$6382.85,YELLOW,06/06/2045
15913,Larry,Rice,37,Hosca Junction,Hakdubwe,ME,90752,$3804.68,RED,01/01/1923
15914,Virginia,Ray,44,Uwibib Path,Vasiba,MD,89544,$6407.90,GREEN,08/26/2004
15915,Gregory,Burns,49,Vabu Street,Gejdivcaj,WV,96549,$2136.55,YELLOW,04/13/1932
15916,May,Pierce,49,Saful Ridge,Fiviwo,KY,46297,$5859.30,GREEN,05/20/1953
15917,Joel,Ryan,42,Cikci Square,Wosobuh,NC,45161,$1991.95,BLUE,10/29/2036
15918,Jesus,Beck,32,Cofeg View,Joturep,MN,55525,$6321.64,GREEN,11/28/2037
15919,Glenn,Soto,50,Igesoc Junction,Jubvobo,RI,75386,$3209.90,RED,06/14/1927
15920,Esther,Vasquez,65,Rikrel Pike,Lufokfoh,WV,22145,$8286.97,YELLOW,01/06/1968
15921,Joseph,Fletcher,29,Direk Glen,Ilmofe,WY,00587,$8513.19,BLUE,04/19/1936
15922,Teresa,Jackson,47,Cugzu Heights,Kovevat,OR,02811,$1855.49,GREEN,10/07/2069
15923,Agnes,Mack,20,Wujzo View,Jonunreg,NY,53922,$1472.42,BLUE,08/20/1984
15924,Aaron,Love,43,Falu Loop,Tifpages,GA,10810,$8221.53,YELLOW,01/24/1925
15925,Adam,Black,59,Ibjo Pass,Lujozog,MA,23411,$3097.37,GREEN,02/07/2055
15926,Gary,Franklin,47,Tuwfi Lane,Wewwage,DC,85753,$3149.09,YELLOW,01/13/2066
15927,Arthur,Clark,33,Tumpoj Park,Duehuki,MI,81537,$6212.35,BLUE,02/04/1992
15928,Lou,Gross,54,Sufvi River,Wujzonzub,NE,13409,$9390.29,RED,07/18/1948
15929,Evelyn,Reyes,65,Doopa Lane,Conpugo,AK,20423,$4654.90,WHITE,01/26/1959
15930,Clara,Rogers,33,Lina Heights,Agbobu,DC,52775,$1653.44,GREEN,04/17/1924
15931,Chester,Berry,41,Saeg Road,Kekkuume,MA,58608,$2748.53,YELLOW,06/14/1960
15932,Maude,Crawford,46,Ugeko Ridge,Lucefdit,MN,13267,$6537.57,RED,11/17/1944
15933,Adam,Ortiz,27,Sujazo Point,Ahluni,ID,09423,$43.26,GREEN,04/25/1966
15934,Ada,Mason,37,Ivomez Drive,Vapsantos,AZ,75352,$215.40,GREEN,08/10/2067
15935,Harriett,Oliver,21,Mohnu Grove,Baocawe,WV,47866,$4683.52,WHITE,04/19/1925
15936,Chester,Keller,20,Nimi Way,Sokrumoc,NC,93414,$8915.59,RED,11/02/1932
15937,Bertie,Logan,38,Unice Pass,Ojatidam,MN,06307,$812.26,YELLOW,09/13/1969
15938,Mamie,Wood,41,Docew Pass,Dofgizel,MD,68792,$9803.85,BLUE,11/05/2052
15939,Sarah,Quinn,50,Evrur Avenue,Zozukiuk,ID,59661,$8792.74,BLUE,08/09/2070
15940,Harriett,Kelly,24,Juaza Boulevard,Ucubeob,NE,56533,$5681.38,RED,12/27/1915
15941,Curtis,Barker,18,Zajol View,Jezsinduf,AK,29619,$8271.59,YELLOW,01/04/1990
15942,Jon,Colon,43,Evgak Loop,Kifunmem,KY,39424,$730.94,GREEN,11/29/1966
15943,Inez,Patton,45,Vecza Terrace,Nepaguzi,AL,61553,$1162.15,GREEN,05/26/1909
15944,Bradley,Vaughn,18,Bekhe Terrace,Jokatsez,ME,51190,$9584.93,GREEN,08/17/1966
15945,Floyd,Santiago,36,Kavbo Boulevard,Hoijfo,DE,71491,$2578.98,RED,10/20/2002
15946,Dora,Becker,25,Refuv Road,Cakkiok,WV,84928,$9382.38,RED,03/06/2033
15947,Joel,Ramsey,43,Hasef Grove,Pescajhe,KY,83006,$6257.87,GREEN,09/18/2054
15948,Jennie,Richards,22,Bipmes Grove,Hiikire,NC,76617,$2159.76,RED,06/05/2005
15949,Milton,Gill,37,Uwmil Path,Umakaaga,NC,51850,$4011.36,BLUE,01/06/1986
15950,Frances,Vargas,29,Pogab Park,Befsecoh,VT,88729,$3016.17,BLUE,10/24/2063
15951,Dylan,Vargas,53,Pifbap Circle,Fiivku,OH,87293,$9729.40,WHITE,12/07/1918
15952,Antonio,Vargas,23,Jumuji Extension,Vupekos,ND,21246,$2774.14,GREEN,01/08/2038
15953,Jim,Nash,36,Bupbi Place,Taujbo,DE,12191,$7102.09,RED,07/30/1990
15954,Brian,Marshall,24,Kizwi River,Icjelu,IL,57252,$4907.90,WHITE,02/13/2023
15955,Ollie,George,22,Zuzvo Court,Zedwasuj,SD,61581,$8164.28,YELLOW,06/18/1956
15956,Mamie,Gibbs,63,Rumwuk Boulevard,Paruaz,AL,98995,$7567.22,YELLOW,04/11/1997
15957,Madge,Holland,56,Geone Extension,Wezanma,NM,32641,$6115.58,YELLOW,06/09/1955
15958,Mario,Russell,20,Baklan Junction,Muzzider,CA,87504,$226.48,YELLOW,12/08/2031
15959,Ivan,Ford,50,Mubu Road,Athipere,NM,91283,$3429.04,BLUE,12/18/1990
15960,Lelia,Walters,20,Jopug Turnpike,Morujras,IL,42767,$3205.86,GREEN,11/01/2055
15961,Maria,Roberson,64,Navnun Avenue,Odiehahoz,GA,67694,$9914.26,BLUE,06/23/2024
15962,Luella,Lloyd,31,Utsu Road,Nonhivud,DC,87270,$2326.11,RED,12/11/1920
15963,Timothy,Yates,57,Kasin Pike,Velujdew,WI,80490,$2037.78,YELLOW,01/24/2004
15964,Robert,Copeland,20,Ucri Mill,Latvarap,DE,22701,$5052.03,GREEN,11/25/2040
15965,Carolyn,Cohen,27,Wiawe Mill,Ufmaljof,NE,34679,$7084.24,WHITE,02/13/1957
15966,Joseph,Herrera,42,Kepa Plaza,Rogisde,WY,82373,$8429.05,YELLOW,08/19/2045
15967,Eric,Moran,64,Hikus Path,Pivjerpuv,OK,93831,$283.96,BLUE,12/31/2024
15968,Sally,Garner,20,Saku Loop,Kefhumib,WA,11075,$2524.46,GREEN,11/16/1902
15969,Marcus,Farmer,36,Datmul Ridge,Gackanwo,DE,30268,$1104.92,GREEN,10/17/1981
15970,Eliza,Fleming,41,Nahe Square,Fujwunin,MN,44059,$8668.93,YELLOW,08/08/1939
15971,Lenora,Vaughn,55,Irtem Pike,Meeftej,VT,68349,$5194.90,WHITE,03/25/1976
15972,Tony,Sullivan,51,Bokve Ridge,Vahtevek,NJ,74273,$3147.31,GREEN,10/26/1916
15973,Lois,Olson,60,Vohac Pike,Ragaoti,NC,50156,$4113.75,GREEN,05/26/1921
15974,Brent,Walker,21,Ozunuf Court,Vinwuvu,RI,37220,$7824.13,YELLOW,01/31/1984
15975,Jimmy,Castillo,40,Putdah Drive,Gijevbij,OR,64692,$3407.31,BLUE,06/28/1905
15976,Victoria,Thompson,63,Ligew Parkway,Kazonti,IA,09720,$6111.63,WHITE,11/21/1912
15977,Clarence,McDonald,33,Emiko Path,Rumhokan,NJ,77815,$6021.60,BLUE,08/27/2045
15978,Vincent,Gibson,57,Optuk Road,Ocodoki,MD,34057,$9610.16,WHITE,07/18/1922
15979,Anthony,Roberts,57,Etatot Ridge,Nahpigid,SC,77220,$9645.07,YELLOW,08/17/2037
15980,Lula,Phelps,63,Ajivel Pike,Sizkeawi,UT,61359,$2265.32,RED,05/28/2011
15981,Sally,Cortez,34,Cava Way,Omzohlem,PA,77975,$9605.86,RED,01/14/1916
15982,Winifred,Wilson,65,Ticpus Boulevard,Bujotlos,TX,62803,$5123.00,BLUE,09/24/2063
15983,Maria,Gibbs,23,Ezeki Key,Reemti,NC,17468,$48.92,WHITE,03/04/2005
15984,Lawrence,Garza,34,Zued Point,Ziwolocak,MS,92589,$7819.97,GREEN,09/28/2069
15985,Hettie,Wagner,64,Cewaz Boulevard,Rugvibme,VT,74062,$993.41,WHITE,04/09/1994
15986,Harvey,Sullivan,38,Vila Manor,Owjegba,CT,17528,$221.42,RED,08/14/1958
15987,Mittie,McLaughlin,21,Moop Key,Dinergi,VA,18185,$3124.87,GREEN,02/02/2023
15988,James,Fitzgerald,35,Isaba Path,Niesuahe,HI,90689,$4122.37,RED,07/17/1967
15989,Alan,Martin,25,Zukek Extension,Kicour,GA,34690,$9666.87,BLUE,02/27/1957
15990,Norman,Moran,51,Moti Drive,Fowdomhi,OH,65827,$7964.92,BLUE,03/07/1934
15991,Glen,Hardy,28,Efwin Mill,Sofotar,HI,66516,$7449.98,WHITE,11/28/2066
15992,Stanley,Powers,54,Lerde Plaza,Wajferdoz,NE,58180,$5771.59,GREEN,06/15/2044
15993,Flora,Henderson,62,Bevafi Plaza,Bapofpat,VA,69937,$2738.60,YELLOW,01/05/2028
15994,Anne,Newton,65,Kutut Junction,Fakretbam,CO,21333,$8173.29,WHITE,05/31/2034
15995,Alexander,Stone,51,Wipi Center,Riffori,OK,08847,$3980.54,YELLOW,03/22/1942
15996,Elnora,Turner,25,Dini View,Iwzigef,PA,37334,$1755.16,WHITE,09/30/1912
15997,Chester,Robertson,28,Himul Highway,Cawegse,MS,58586,$4164.51,YELLOW,11/02/2070
15998,Mark,Massey,37,Kabo View,Coohec,FL,24087,$4972.16,BLUE,09/17/2012
15999,Herman,Underwood,54,Kotpi Point,Fezajez,FL,43520,$22.62,GREEN,10/17/1983
16000,Eugene,Soto,43,Jezwah Extension,Jokbuwmo,VA,33325,$3638.52,YELLOW,04/30/2017
16001,Edward,Dennis,55,Ejaka Point,Ibajabtup,KS,71965,$8430.73,YELLOW,03/11/2010
16002,Lucas,Allen,39,Itgi View,Kolaku,RI,24681,$959.08,YELLOW,05/22/1928
16003,Bertie,West,60,Fuhu Highway,Kiwnihocu,MO,15089,$6160.40,BLUE,06/09/1922
16004,Carolyn,McCoy,35,Wasos Park,Gunhulij,IA,95364,$9445.46,WHITE,02/20/1913
16005,Anne,Williamson,62,Ropaz Pass,Zigowna,MS,79396,$2612.99,RED,04/23/1960
16006,Emilie,Gordon,23,Jobem Trail,Anepemim,WY,78135,$15.04,RED,10/30/1976
16007,Luella,Mendez,39,Pujoc Mill,Iwjeroh,OH,56561,$4000.94,GREEN,07/25/2027
16008,Keith,Murray,60,Jaga Avenue,Ziolave,ID,45931,$4212.79,BLUE,09/17/1996
16009,Steve,Bass,60,Kahi Trail,Pewbizo,MN,91121,$8202.62,GREEN,10/10/1905
16010,Jesse,Davis,61,Pise Ridge,Vuvoam,MO,48922,$1542.11,BLUE,10/25/1908
16011,Alexander,Luna,30,Kitaj Heights,Ovhudam,NJ,58446,$2856.38,GREEN,02/22/1908
16012,Ricardo,Andrews,61,Hetap Plaza,Gaccuvi,CA,87652,$514.88,WHITE,07/03/2004
16013,Philip,Dennis,52,Fuuko Heights,Ipubiewi,AZ,28532,$2326.19,GREEN,10/16/1929
16014,Louisa,Harmon,50,Ciwwod Lane,Voruzhok,AZ,56982,$533.29,WHITE,12/22/1941
16015,Luke,Fletcher,65,Niuj Plaza,Udrumhu,ID,26583,$5053.94,RED,11/19/1990
16016,Clayton,Webster,23,Gusi Turnpike,Tahneru,AK,17734,$6443.48,GREEN,08/01/2004
16017,Ellen,Lambert,56,Iwter Boulevard,Fefoep,AL,66423,$3232.54,YELLOW,01/17/2065
16018,Mable,Stephens,53,Zigri Turnpike,Osizuwon,KY,82109,$6305.11,YELLOW,10/16/1956
16019,Allen,Shaw,18,Libvum River,Ahrezfag,WV,87681,$3932.74,YELLOW,08/29/1964
16020,Genevieve,Marsh,25,Miwan Highway,Tiduptaw,ME,55800,$8202.61,BLUE,02/05/2041
16021,Jeffrey,Carr,25,Vual Boulevard,Heswufdu,CA,84394,$3509.96,RED,07/11/1908
16022,Henrietta,Simmons,32,Nedlab Avenue,Ojlizal,VA,78800,$320.85,YELLOW,04/24/2000
16023,Olive,Waters,33,Koga Mill,Kojoruj,DC,49628,$4203.76,YELLOW,07/09/2043
16024,Nell,Griffith,65,Musuz Mill,Boltopfa,OK,59002,$4105.08,GREEN,05/23/1922
16025,Ralph,Peters,49,Ceati Junction,Juufnof,MA,81831,$505.16,RED,05/13/2044
16026,Jean,Myers,20,Doaju Highway,Veviema,IL,44595,$3002.87,GREEN,04/29/2033
16027,Viola,Lloyd,34,Dujta Manor,Ofepucto,SC,82709,$9830.09,YELLOW,12/31/1963
16028,Mittie,Carpenter,63,Rociwe Center,Cuhzeah,AZ,47413,$8246.26,WHITE,11/28/2030
16029,Ella,Horton,61,Maeji Highway,Posojapu,ME,07801,$5882.18,YELLOW,07/12/1982
16030,Francisco,Nunez,49,Tufi Extension,Vuvasbip,FL,20829,$3633.12,BLUE,03/09/2010
16031,Christina,Wheeler,45,Acipu Point,Vuhrikuz,IL,71215,$778.37,GREEN,05/31/1995
16032,Ola,Manning,29,Ullu Square,Pohomih,NY,57096,$1961.37,YELLOW,02/18/1906
16033,Leon,Warner,33,Eflu Manor,Pizijnok,DC,88551,$5044.21,YELLOW,03/18/2068
16034,Rodney,Kelly,56,Zujo River,Tothesmi,HI,06507,$4215.97,WHITE,07/16/1917
16035,Josephine,Garner,35,Zejit Way,Urefecog,OK,03893,$5134.10,GREEN,08/30/1980
16036,Carolyn,Barrett,24,Imlit Center,Piterru,DC,34843,$7509.49,YELLOW,02/13/1991
16037,Jerome,Luna,30,Ebugiv Square,Edgiwan,SC,49675,$9270.34,RED,05/26/2023
16038,Adele,Becker,38,Kavol Grove,Piviboh,LA,87379,$1502.59,YELLOW,12/01/2062
16039,Hallie,Mathis,22,Bobnu Key,Onpekin,TN,17724,$2848.58,WHITE,10/24/1967
16040,Leah,Franklin,39,Pimem Heights,Epifoeku,MA,11369,$3020.46,RED,10/14/2012
16041,Bradley,Burns,63,Nidew Square,Wufitno,ID,63395,$1224.32,GREEN,04/12/2042
16042,Annie,Parker,56,Pakva Road,Herbiju,DE,78566,$698.39,WHITE,03/04/1989
16043,Cecilia,Carter,42,Vapih Circle,Hoegeeva,AK,81385,$5466.93,WHITE,03/30/1933
16044,Shane,Hanson,49,Pajgu Center,Uvedivdi,MI,33073,$9695.71,BLUE,12/16/1950
16045,Ray,Marshall,45,Ogovaz Parkway,Kiuvca,MN,84368,$2456.86,YELLOW,09/16/2032
